,Primary Street,Dir,Cross Street,Type,Dist,Count Date,Day,W/B,E/B,N/B,S/B,Total,coordinates
182,41 st DR,E/O,HOOVER ST,AUTO,CR,May 15 2013,WED,247.0,1089.0,0.0,0.0,1336.0,"(34.0082873, -118.2872359)"
183,41 st DR,E/O,HOOVER ST,AUTO,CR,May 16 2013,THU,248.0,1089.0,0.0,0.0,1337.0,"(34.0082873, -118.2872359)"
184,41 st DR,E/O,HOOVER ST,AUTO,CR,May 14 2013,TUE,315.0,1116.0,0.0,0.0,1431.0,"(34.0082873, -118.2872359)"
185,41 st PL,AT,SAN PEDRO ST,AUTO,SR,February 07 2011,MON,7097.0,5479.0,,,12576.0,"(34.0092034, -118.2692217)"
186,41 st ST,W/O,BROADWAY,AUTO,CR,October 10 2013,TUE,246.0,291.0,0.0,0.0,537.0,"(34.0080742, -118.2781156)"
187,41 st ST,E/O,BROADWAY,AUTO,CR,October 10 2013,TUE,547.0,551.0,0.0,0.0,1098.0,"(34.0080742, -118.2781156)"
188,41 st ST,AT,MORGAN AV,MAN,CR,March 19 2013,TUE,0.0,0.0,0.0,1182.0,1182.0,"(34.008774, -118.247734)"
189,41 st ST,AT,CENTRAL AV,AUTO,CR,April 07 2014,MON,4378.0,2460.0,0.0,0.0,6838.0,"(34.0092385, -118.2565171)"
190,41 st ST,AT ,MORGAN AV,AUTO,SR,February 07 2011,MON,5647.0,8665.0,,,14312.0,"(34.008774, -118.247734)"
191,42 nd PL,AT,NORMANDIE AV,MAN,CR,September 24 2013,TUE,0.0,439.0,0.0,0.0,439.0,"(34.0060616, -118.300203)"
192,42 nd PL,AT,AVALON BL,MAN,CR,January 09 2014,THU,515.0,562.0,0.0,0.0,1077.0,"(34.0066099, -118.2652636)"
193,42nd ST,AT,BROADWAY,AUTO,CR,April 22 2014,TUE,1032.0,1794.0,0.0,0.0,2826.0,"(34.0074295, -118.2783647)"
194,43 rd ST,AT,VERMONT AV,MAN,SR,February 03 2011,THU,374.0,273.0,,,646.0,"(34.005488, -118.2915668)"
195,43 rd ST,AT,VERMONT AV,AUTO,CR,January 12 2011,WED,678.0,714.0,,,1392.0,"(34.005488, -118.2915668)"
196,43 rd ST,AT,VERMONT AV,MAN,HW,July 14 2011,THU,,,1271.0,672.0,1943.0,"(34.005488, -118.2915668)"
197,43 rd ST,AT,CREED AV,AUTO,SR,February 10 2011,THU,2098.0,1106.0,,,3204.0,"(34.0059732, -118.3304427)"
198,47 th ST,AT,MAIN ST,AUTO,CR,April 07 2014,MON,607.0,750.0,0.0,0.0,1357.0,"(34.0010632, -118.2739904)"
199,48 th ST,AT,10 th AV,AUTO,SR,January 29 2014,WED,5005.0,4742.0,0.0,0.0,9747.0,"(34.0000203, -118.3281552)"
200,48th ST,AT,HALLDALE ST,AUTO,SR,May 08 2014,THU,3117.0,4343.0,0.0,0.0,7460.0,"(34.0000888, -118.3023739)"
201,4th ST,BTWN,BROADWAY AND HILL ST,AUTO,CR,April 23 2014,WED,0.0,15689.0,0.0,0.0,15689.0,"(34.0495276, -118.2493785)"
202,5 th ST,AT,CENTRAL AV  1-WAY,MAN,SR,February 16 2011,WED,1013.0,592.0,,,1605.0,"(34.0498953, -118.254353)"
203,5 th ST,AT,MAIN ST,MAN,CR,May 16 2013,THU,8606.0,0.0,0.0,0.0,8606.0,"(34.04670060000001, -118.2485625)"
204,5 th ST,AT,SPRING ST,MIO,CR,May 23 2013,THU,10011.0,0.0,0.0,0.0,10011.0,"(34.0473921, -118.2496401)"
205,5 th ST,AT,MAIN ST,MAN,CR,May 09 2011,MON,8737.0,10032.0,,,18769.0,"(34.04670060000001, -118.2485625)"
206,52 nd ST,AT,Mc KINLEY AV,AUTO,CR,January 06 2014,MON,411.0,254.0,0.0,0.0,665.0,"(33.9957757, -118.2608513)"
207,53 rd ST,AT ,NORMANDIE AV,AUTO,SR,March 27 2014,THU,532.0,713.0,0.0,0.0,1245.0,"(33.9941452, -118.3002023)"
208,54 th ST,AT,FIGUEROA ST,MAN,SR,April 25 2011,MON,345.0,244.0,,,590.0,"(33.9933026, -118.2826791)"
209,54 th ST,AT,WESTERN AV,MAN,SR,January 14 2013,MON,188.0,461.0,0.0,0.0,649.0,"(33.9932623, -118.3089526)"
210,54 th ST,AT,SAN PEDRO ST,MAN,SR,June 16 2011,THU,613.0,1485.0,,,2099.0,"(33.993394, -118.269724)"
211,54 th ST,AT,MCKINLEY AV,AUTO,SR,September 29 2011,THU,995.0,2306.0,,,3301.0,"(33.9933253, -118.2608467)"
212,54 th ST,AT,VERMONT AV,AUTO,SR,December 11 2012,TUE,1900.0,1427.0,,,3327.0,"(33.993218, -118.2915044)"
213,54 th ST,AT,RUTHELEN ST,AUTO,SR,January 28 2014,TUE,4976.0,4764.0,0.0,0.0,9740.0,"(33.9932439, -118.3126114)"
214,54 th ST,AT,BROADWAY,AUTO,CR,June 02 2011,THU,6183.0,6100.0,,,12283.0,"(33.9933165, -118.2783276)"
215,54 th ST,AT,NORMANDIE AV,MAN,CR,January 26 2011,WED,7828.0,10594.0,,,18422.0,"(33.9932377, -118.3002112)"
216,54 th ST,AT,MAIN ST,AUTO,CR,June 20 2011,MON,11041.0,11571.0,,,22612.0,"(33.9933302, -118.2739684)"
217,56 th ST,AT,FIGUEROA ST,MAN,CR,October 01 2013,TUE,176.0,261.0,0.0,0.0,437.0,"(33.9914726, -118.2826735)"
218,56 th ST,AT,COMPTON AV,MAN,CR,June 25 2013,TUE,360.0,376.0,0.0,0.0,736.0,"(33.9920766, -118.247771)"
219,56 th ST,AT,NORMANDIE AV,MAN,SR,February 07 2013,THU,0.0,947.0,0.0,0.0,947.0,"(33.99156990000001, -118.3002147)"
220,57 th ST,AT,COMPTON AV,MAN,CR,June 05 2013,WED,338.0,334.0,0.0,0.0,672.0,"(33.9912016, -118.2477666)"
221,57 th ST,AT,SAN PEDRO ST,AUTO,CR,January 20 2011,THU,13199.0,9831.0,,,23030.0,"(33.9906934, -118.2701351)"
222,57th ST,AT,HILLCREST DR,AUTO,SR,May 08 2014,THU,224.0,533.0,0.0,0.0,757.0,"(33.9908309, -118.3366972)"
223,59 th ST,AT,CIMARRON ST,AUT,SR,April 26 2013,FRI,398.0,680.0,0.0,0.0,1078.0,"(33.98732, -118.3157192)"
224,5th ST,AT,VAN NESS AV,MAN,HW,April 15 2014,TUE,893.0,1105.0,0.0,0.0,1998.0,"(34.0653349, -118.3151602)"
225,6 th AV,AT,VENICE BL,AUTO,CR,January 20 2011,THU,10631.0,7807.0,,,18438.0,"(34.02663, -118.324179)"
226,6 th ST,AT,MEYLER ST,AUTO,CR,June 20 2011,MON,1663.0,7055.0,,,8718.0,"(33.7387961, -118.2967586)"
227,6 th ST,AT,GAFFEY ST,AUTO,CR,January 20 2011,THU,10546.0,9024.0,,,19570.0,"(33.7387822, -118.2924006)"
228,6 th ST,AT,NORTON AV,MAN,HW,October 03 2012,WED,10225.0,11123.0,0.0,0.0,21348.0,"(34.0634763, -118.3165954)"
229,6 th ST,AT,GRAND VIEW ST,AUTO,CR,January 21 2011,FRI,8887.0,13291.0,,,22178.0,"(34.0604687, -118.2769691)"
230,6 th ST,E/O ,SANTA FE AV,AUTO,CR,January 25 2011,TUE,23274.0,,,,23274.0,"(34.038546, -118.2281028)"
231,6 th ST,E/O,FAIRFAX AV,AUTO,HW,February 13 2014,THU,14322.0,10212.0,0.0,0.0,24534.0,"(34.0648818, -118.3613935)"
232,6 th ST,AT,RIDGELY DR,AUTO,HW,February 13 2014,THU,12941.0,11644.0,0.0,0.0,24585.0,"(34.063828, -118.3020382)"
233,6 th ST,W/O,HAUSER BL,AUTO,HW,February 13 2014,THU,13784.0,11824.0,0.0,0.0,25608.0,"(34.0649041, -118.3514697)"
234,6 th ST,W/O,DETROIT ST,AUTO,HW,February 18 2014,TUE,12621.0,13469.0,0.0,0.0,26090.0,"(34.064911, -118.3451262)"
235,6 th ST,AT,GAFFEY ST,AUTO,CR,January 20 2011,THU,13920.0,12355.0,,,26275.0,"(33.7387822, -118.2924006)"
236,6 th ST,AT,GRAND VIEW ST,AUTO,CR,January 25 2011,TUE,30069.0,,,,30069.0,"(34.0604687, -118.2769691)"
237,60 th ST,AT,MECHAM AV,AUTO,SR,January 07 2014,TUE,406.0,449.0,0.0,0.0,855.0,"(33.9853043, -118.3489607)"
238,60 th ST,AT,EDGEMAR AV,AUTO,SR,January 07 2014,TUE,583.0,408.0,0.0,0.0,991.0,"(33.9852966, -118.3500592)"
239,62 nd ST,AT,4 th AV,AUTO,SR,March 27 2014,THU,341.0,238.0,0.0,0.0,579.0,"(33.9836629, -118.3216088)"
240,62 nd ST,AT,WESTERN AV,AUTO,CR,June 20 2011,MON,14963.0,7022.0,,,21985.0,"(33.9833965, -118.3089688)"
241,65 th PL,AT,VAN NESS AV,AUTO,WR,January 24 2011,MON,52.0,34.0,,,86.0,"(33.9800139, -118.3177345)"
242,65 th ST,AT,HARVARD BL,AUTO,SR,August 05 2013,MON,311.0,456.0,0.0,0.0,767.0,"(33.9806136, -118.3067963)"
243,66 th AV,AT,VISTA DEL MAR,MAN,WR,July 15 2010,TUE,9.0,2.0,0.0,0.0,11.0,"(33.9611541, -118.4498148)"
244,6th ST,AT,GRAMERCY PL,AUTO,HW,May 06 2014,TUE,12214.0,15181.0,0.0,0.0,27395.0,"(34.0635226, -118.3128297)"
245,7 th AV,AT,ROSE AV,MAN,WR,October 24 2012,WED,0.0,0.0,2545.0,877.0,3422.0,"(34.0003581, -118.4698043)"
246,7 th ST,AT,BIXEL ST,AUTO,SR,June 15 2011,WED,900.0,939.0,,,1839.0,"(34.0508618, -118.2642017)"
247,7 th ST,AT,PACIFIC AV,MAN,SR,November 07 2012,WED,2750.0,2634.0,0.0,0.0,5384.0,"(33.7378588, -118.2879286)"
248,71st ST,AT,11th AV,AUTO,SR,May 19 2014,MON,545.0,974.0,0.0,0.0,1519.0,"(33.9756785, -118.3294154)"
249,76 th ST,AT,WESTERN AV,AUTO,WR,January 24 2011,MON,41.0,45.0,,,86.0,"(33.9709148, -118.3090066)"
250,76 th ST,AT,CRENSHAW BL,AUTO,SR,July 29 2013,MON,798.0,439.0,0.0,0.0,1237.0,"(33.9708889, -118.330861)"
251,76 th ST,AT,CIMARRON AV,AUTO,SR,May 14 2013,TUE,1039.0,1119.0,0.0,0.0,2158.0,"(33.9709336, -118.3155764)"
252,76 th ST,AT,FIGUEROA ST,AUTO,SR,April 10 2014,THU,4040.0,2146.0,0.0,0.0,6186.0,"(33.9707681, -118.2826914)"
253,78 th PL,AT,WESTERN AV,MAN,SR,March 26 2013,TUE,0.0,160.0,0.0,0.0,160.0,"(33.9681862, -118.3221335)"
254,78 th PL,AT,CRENSHAW BL,MAN,SR,July 31 2013,WED,190.0,122.0,0.0,0.0,312.0,"(33.9681167, -118.3308594)"
255,78 th PL,AT,CRENSHAW BL,AUTO,SR,July 29 2013,MON,369.0,161.0,0.0,0.0,530.0,"(33.9681167, -118.3308594)"
256,78 th ST,AT,FIGUEROA ST,MAN,SR,January 14 2013,MON,188.0,461.0,0.0,0.0,649.0,"(33.9688456, -118.2826928)"
257,78 th ST,AT,DENKER AV,AUTO,SR,April 08 2014,TUE,400.0,371.0,0.0,0.0,771.0,"(33.9690754, -118.3046579)"
258,78 th ST,AT,FIGUEROA ST,AUTO,SR,July 11 2011,MON,3878.0,4668.0,,,8546.0,"(33.9688456, -118.2826928)"
259,7O th ST (WEST JOG),AT,FIGUEROA ST,MAN,SR,February 07 2013,THU,0.0,947.0,0.0,0.0,947.0,"(34.0403207, -118.2695624)"
260,7O th ST (WEST JOG),AT,FIGUEROA ST,AUTO,SR,December 14 2011,WED,1506.0,1118.0,,,2624.0,"(34.0403207, -118.2695624)"
261,8 th ST,AT,MULLEN AV,MAN,HW,August 15 2013,THU,200.0,867.0,0.0,0.0,1067.0,"(34.060963, -118.3308015)"
262,8 th ST,AT,COLUMBIA AV,AUTO,SR,December 14 2011,WED,1187.0,470.0,,,1657.0,"(34.0506063, -118.269921)"
263,8 th ST,AT,FEDORA ST,AUTO,SR,August 02 2011,TUE,1755.0,2863.0,,,4618.0,"(34.0577259, -118.2976364)"
264,8 th ST,AT,CORONADO ST,AUTO,SR,January 24 2011,TUE,2698.0,2757.0,,,5455.0,"(34.0572638, -118.2831784)"
265,8 th ST,AT ,WESTMORELAND AV,AUTO,SR,August 03 2011,WED,3015.0,2704.0,,,5719.0,"(34.0577257, -118.2890981)"
266,8 th ST,AT,WESTLAKE AV,AUTO,SR,August 02 2011,TUE,3235.0,2954.0,,,6189.0,"(34.054349, -118.2766936)"
267,8 th ST,AT,OGDEN DR,AUTO,HW,July 09 2013,TUE,2969.0,3448.0,0.0,0.0,6417.0,"(34.0608342, -118.3603327)"
268,8 th ST,AT,CLOVERDALE AV,MAN,HW,August 21 2013,WED,3645.0,3685.0,0.0,0.0,7330.0,"(34.0605764, -118.3468118)"
269,8 th ST,AT,DUNSMUIR AV,AUTO,HW,February 18 2014,TUE,4282.0,4494.0,0.0,0.0,8776.0,
270,8 th ST,AT,DETROIT ST,AUTO,HW,March 13 2014,THU,4402.0,5267.0,0.0,0.0,9669.0,"(34.0605543, -118.3458088)"
271,8 th ST,AT,SOTO ST,MAN,CR,August 30 2012,THU,7163.0,6084.0,0.0,0.0,13247.0,"(34.0280561, -118.2193901)"
272,8 th ST   1-WAY,E/O,FRANCISCO ST,AUTO,SR,August 03 2011,WED,2291.0,1812.0,,,4103.0,"(33.9415889, -118.40853)"
273,8 th ST   1-WAY,W/O,FRANCISCO ST,AUTO,SR,August 03 2011,WED,1877.0,17087.0,,,18964.0,"(33.9415889, -118.40853)"
274,8 th ST north roadway,AT,GREEN AV,AUTO,SR,August 03 2011,WED,3286.0,3160.0,,,6446.0,"(34.0576595, -118.3075682)"
275,8 th ST south roadway,AT,GREEN AV,AUTO,SR,August 04 2011,THU,3869.0,7972.0,,,11841.0,"(34.0576595, -118.3075682)"
276,81 st PL,E/O,MARIPOSA AV,AUTO,SR,April 09 2014,WED,220.0,276.0,0.0,0.0,496.0,"(33.9654756, -118.299292)"
277,81 st ST,AT,MARIPOSA AV,AUTO,SR,April 09 2014,WED,271.0,577.0,0.0,0.0,848.0,"(33.9654756, -118.299292)"
278,82 nd ST,AT,WESTERN AV,AUTO,SR,February 03 2014,MON,416.0,349.0,0.0,0.0,765.0,"(33.9645843, -118.3090247)"
279,84 th PL,E/O,FIGUEROA ST,AUTO,SR,April 14 2014,MON,579.0,166.0,0.0,0.0,745.0,"(33.9623787, -118.2782947)"
280,84 th ST,W/O,FIGUEROA ST,AUTO,SR,April 14 2014,MON,429.0,1418.0,0.0,0.0,1847.0,"(33.96216, -118.2827258)"
281,88 th PL,W/O,STANMOOR DR,AUTO,SR,August 04 2011,THU,6194.0,7194.0,,,13388.0,"(33.9567306, -118.4258032)"
282,88 th ST,AT,HOOVER ST,AUTO,SR,August 04 2011,THU,7247.0,8255.0,,,15502.0,"(33.95796, -118.286957)"
283,89 th ST,W/O,STANMOOR ST,AUTO,SR,August 04 2011,THU,6916.0,7849.0,,,14765.0,"(33.9560597, -118.4261338)"
284,8th ST,AT,DETROIT ST,AUTO,HW,May 16 2013,THU,0.0,0.0,4435.0,3834.0,8269.0,"(34.0605543, -118.3458088)"
285,8th ST,AT,CLOVERDALE AV,AUTO,HW,May 16 2013,THU,3206.0,5181.0,0.0,0.0,8387.0,"(34.0605764, -118.3468118)"
286,9 th ST,AT,KENISTON ST,MAN,HW,August 14 2013,WED,193.0,266.0,0.0,0.0,459.0,"(34.0548187, -118.2819949)"
287,9 th ST,AT,HIGHLAND AV,MAN,HW,October 08 2013,TUE,479.0,261.0,0.0,0.0,740.0,"(34.055818, -118.308908)"
288,9 th ST,W/O,PALOS VERDES ST,AUTO,CR,January 09 2013,WED,468.0,355.0,0.0,0.0,823.0,"(33.7360201, -118.2813913)"
289,9 th ST,AT,DETROIT ST,MAN,HW,June 19 2013,WED,1114.0,595.0,0.0,0.0,1709.0,"(34.058912, -118.3464651)"
290,9 th ST,AT,CLOVERDALE AV,MAN,HW,June 13 2013,THU,1429.0,637.0,0.0,0.0,2066.0,"(34.067621, -118.3464799)"
291,9 th ST,AT,PATTON AV,AUTO,SR,December 21 2011,WED,3642.0,2368.0,,,6010.0,"(33.736106, -118.3055868)"
292,9 th ST,AT,LELEAND ST,MAN,SR,August 29 2013,THU,3457.0,3668.0,0.0,0.0,7125.0,"(33.7360864, -118.3011799)"
293,9 th ST,E/O,PALOS VERDES ST ,MAN,WR,January 11 2011,TUE,5638.0,2153.0,,,7790.0,"(33.7360201, -118.2813913)"
294,9 th ST,AT,LELEAND ST,AUTO,SR,July 18 2013,THU,4204.0,4335.0,0.0,0.0,8539.0,"(33.7360864, -118.3011799)"
295,90 th ST   (SOUTH JOG),AT,BROADWAY,MAN,SR,August 20 2013,TUE,0.0,132.0,0.0,0.0,132.0,"(34.0444656, -118.2567236)"
296,90 th ST ( SOUTH JOG ),AT,VERMONT AV,MAN,WV,August 29 2013,THU,881.0,0.0,0.0,0.0,881.0,"(33.954853, -118.291382)"
297,90 th ST (SOUTH JOG),AT,BROADWAY,MAN,SR,August 07 2013,WED,214.0,0.0,0.0,0.0,214.0,"(34.0444656, -118.2567236)"
298,90 th ST (SOUTH JOG),AT,VERMONT AV,AUTO,SR,July 30 2013,TUE,340.0,577.0,0.0,0.0,917.0,"(33.954853, -118.291382)"
299,91 st ST,AT,NORMANDOE AV,AUTO,SR,April 15 2014,TUE,342.0,369.0,0.0,0.0,711.0,"(33.9543101, -118.3002808)"
300,92 nd ST,AT,MAIE AV,AUTO,EV,March 16 2011,WED,3280.0,1870.0,,,5150.0,"(33.95327109999999, -118.2446288)"
301,92 nd ST,AT,BROADWAY,MAN,WR,January 15 2011,SAT,5960.0,2000.0,,,7959.0,"(33.9528133, -118.2782149)"
302,92 nd ST,AT,HOOVER ST,AUTO,CR,September 21 2011,WED,6824.0,6384.0,,,13208.0,"(33.9528155, -118.2869697)"
303,92 nd ST,AT,STANFORD AV,AUTO,CR,September 20 2011,TUE,5157.0,9220.0,,,14377.0,"(33.952893, -118.2629903)"
304,92 nd ST,AT,BROADWAY,AUTO,SR,January 06 2011,THU,,,9153.0,6204.0,15357.0,"(33.9528133, -118.2782149)"
305,92 nd ST,AT,FIGUEROA ST,AUTO,CR,September 20 2011,TUE,10022.0,8643.0,,,18665.0,"(33.9528119, -118.2827127)"
306,92 nd ST,AT,SAN PEDRO ST,AUTO,CR,September 20 2011,TUE,8657.0,10608.0,,,19265.0,"(33.9528854, -118.2695347)"
307,92 nd ST,AT,CROESUS AV,AUTO,HW,October 11 2011,TUE,10587.0,9356.0,,,19943.0,"(33.9532709, -118.2340018)"
308,92 nd ST,AT,GRAPE ST,AUTO,CR,September 22 2011,THU,11941.0,11030.0,,,22971.0,"(33.9532814, -118.2362783)"
309,92 nd ST,AT,BEACH ST,AUTO,CR,September 22 2011,THU,11707.0,11320.0,,,23027.0,"(33.9532844, -118.2419286)"
310,92 nd ST,AT,MENLO AV,AUTO,CR,September 21 2011,WED,13148.0,14900.0,,,28048.0,"(33.9528031, -118.2904379)"
311,92 nd ST,AT,WADSWORTH AV,AUTO,CR,September 22 2011,THU,15694.0,14198.0,,,29892.0,"(33.9529176, -118.2586272)"
312,95 th ST,AT,CLOVIS AV,AUTO,SR,January 06 2011,THU,,,4928.0,6695.0,11623.0,"(33.950251, -118.2564891)"
313,97 th ST,AT,BANDERA ST,AUTO,SR,June 20 2013,THU,1527.0,958.0,0.0,0.0,2485.0,"(33.9481846, -118.2396807)"
314,98th ST,AT,MAIN ST,AUTO,SR,May 12 2014,MON,693.0,739.0,0.0,0.0,1432.0,"(33.947401, -118.2738967)"
315,ABBOT KINNEY BL,AT,BOCCACCIO AV / MARR ST,MAN,WR,December 04 2013,WED,0.0,0.0,8319.0,10049.0,18368.0,"(33.9879896, -118.4585503)"
316,ABBOT KINNEY BL,AT,COEUR D ALENE AV,MAN,WR,November 07 2013,THU,0.0,0.0,11167.0,8044.0,19211.0,"(33.9883444, -118.4547046)"
317,ABBOT KINNEY BL / BROOKS AV,AT,MAIN ST,AUTO,CR,December 06 2012,THU,,,11684.0,12402.0,24086.0,"(33.9923123, -118.4741365)"
318,ABBOT KINNEY BL / BROOKS AV,AT,MAIN ST,AUTO,CR,December 06 2012,TUE,,,11684.0,12402.0,24086.0,"(33.9923123, -118.4741365)"
319,ABBOTT KINNEY BL,AT,MARR ST,AUTO,WR,September 04 2013,WED,0.0,0.0,9277.0,9587.0,18864.0,"(33.987962, -118.4587278)"
320,ABBOTT KINNEY BL,AT,COEUR D ALENE AV,AUTO,WR,September 04 2013,WED,0.0,0.0,10736.0,9115.0,19851.0,"(33.9883444, -118.4547046)"
321,ADAMS BL,AT,HOOVER ST,AUTO,CR,June 01 2011,WED,304.0,251.0,,,555.0,"(34.0317216, -118.2839918)"
322,ADAMS BL,AT,CENTRAL AV,MAN,CR,January 23 2013,WED,0.0,0.0,1060.0,0.0,1060.0,"(34.0187611, -118.2549508)"
323,ADAMS BL,AT ,SAN PEDRO ST,MAN,CR,May 16 2011,MON,,,1579.0,,1579.0,"(34.0215878, -118.26132)"
324,ADAMS BL,AT,CIMARRON ST,AUTO,CR,October 12 2011,WED,,,7695.0,4759.0,12454.0,"(34.0326643, -118.3151764)"
325,ADAMS BL,AT ,VERMONT AV,AUTO,CR,October 12 2011,WED,,,5593.0,8798.0,14391.0,"(34.0327603, -118.2915635)"
326,ADAMS BL,AT ,MAPLE AV,AUTO,SR,December 12 2012,WED,0.0,0.0,12320.0,8635.0,20955.0,"(34.0234196, -118.2654551)"
327,ADAMS BL,AT,BROADWAY,MAN,CR,December 12 2012,WED,,,11287.0,16662.0,27949.0,"(34.025339, -118.2697817)"
328,ADAMS BL ,AT ,NORMANDIE AV,AUTO,CR,October 12 2011,WED,,,7432.0,8745.0,16177.0,"(34.0327341, -118.3002745)"
329,ADAMS BL ,AT,ELLENDALE PL,MAN,SR,February 12 2014,WED,13106.0,13994.0,0.0,0.0,27100.0,"(34.0327716, -118.288983)"
330,ADDISON ST,AT,BALBOA BL,MAN,WV,August 29 2013,THU,235.0,752.0,0.0,0.0,987.0,"(34.1617148, -118.5011021)"
331,ADDISON ST,AT,VAN NUYS BL,AUTO,CR,October 12 2011,WED,,,8131.0,8824.0,16955.0,"(34.1612414, -118.4487177)"
332,ALAMEDA AT,AT,E ST,AUTO,HW,July 18 2011,MON,,,2279.0,3531.0,5810.0,"(33.918916, -118.2239489)"
333,ALAMEDA AT,AT,ANAHEIM ST,MAN,CR,December 12 2012,WED,7520.0,7435.0,,,14955.0,"(33.7809217, -118.2452177)"
334,ALAMEDA ST,AT,ANAHEIM ST,AUTO,SR,January 08 2013,TUE,0.0,0.0,2089.0,789.0,2878.0,"(33.7809217, -118.2452177)"
335,ALAMEDA ST,AT,SLAUSON AV,AUTO,HW,July 18 2011,MON,,,1546.0,2605.0,4151.0,"(33.9891994, -118.237538)"
336,ALAMEDA ST,AT,SLAUSON AV,AUTO,HW,July 18 2011,MON,,,2093.0,2072.0,4165.0,"(33.9891994, -118.237538)"
337,ALAMEDA ST,AT,LOS ANGELES ST/UNION STATION,AUTO,HW,July 18 2011,MON,,,2099.0,2653.0,4752.0,"(34.056669, -118.237251)"
338,ALAMEDA ST,AT,1st ST   ( early shift ),MAN,CR,March 27 2014,THU,0.0,0.0,11602.0,12526.0,24128.0,"(34.055342, -118.237355)"
339,ALAMEDA ST,AT,101 FWY N/B ON RAMP,MAN,CR,May 21 2014,WED,0.0,0.0,10869.0,13491.0,24360.0,"(34.0557023, -118.2405628)"
340,ALAMEDA ST,AT,TEMPLE ST,MAN,CR,February 19 2014,WED,0.0,0.0,10751.0,13665.0,24416.0,"(34.0511051, -118.2380677)"
341,ALAMEDA ST,AT,1st ST         ( late shift ),MAN,CR,March 09 2014,WED,0.0,0.0,11917.0,15289.0,27206.0,"(34.0489428, -118.2381171)"
342,ALAMEDA ST,AT,LOS ANGELES ST/UNION STATION,MAN,CR,December 12 2012,TUE,0.0,0.0,11287.0,16661.0,27948.0,"(34.056669, -118.237251)"
343,ALAMEDA ST,AT,TEMPLE ST,MAN,CR,January 16 2014,THU,0.0,0.0,12664.0,16847.0,29511.0,"(34.0511051, -118.2380677)"
344,ALAMEDA ST,AT,2 nd ST,AUTO,CR,March 11 2014,TUE,0.0,0.0,15116.0,15943.0,31059.0,"(34.0468828, -118.2381003)"
345,ALAMEDA ST,AT,1 st ST,AUTO,CR,January 16 2014,THU,0.0,0.0,15698.0,15822.0,31520.0,"(34.0489428, -118.2381171)"
346,ALAMEDA ST,S/O,TEMPLE ST,AUTO,CR,May 22 2014,THU,0.0,0.0,15694.0,17890.0,33584.0,"(34.0511051, -118.2380677)"
347,ALAMEDA ST,AT,TEMPLE ST,AUTO,CR,January 15 2014,WED,0.0,0.0,15738.0,18281.0,34019.0,"(34.0511051, -118.2380677)"
348,ALAMEDA ST,AT,COMMERCIAL ST / ALISO ST,AUTO,CR,March 06 2014,THU,0.0,0.0,17375.0,17140.0,34515.0,"(34.05376380000001, -118.237957)"
349,ALAMEDA ST,N/O,TEMPLE ST,AUTO,CR,May 22 2014,THU,0.0,0.0,18380.0,17641.0,36021.0,"(34.0511051, -118.2380677)"
350,ALAMEDA ST ,AT,ARCADIA ST,AUTO,CR,March 12 2014,WED,0.0,0.0,19830.0,11799.0,31629.0,"(34.0545122, -118.2378598)"
351,ALAMEDA ST ,AT,3 rd ST,AUTO,CR,March 05 2014,WED,0.0,0.0,15725.0,16294.0,32019.0,"(34.0455409, -118.23809)"
352,ALBANY ST,AT,JAMES M WOOD BL,MAN,CR,January 23 2013,WED,0.0,0.0,1060.0,0.0,1060.0,"(34.04945250000001, -118.270086)"
353,ALBANY ST,AT,JAMES M WOOD BL,AUTO,SR,January 08 2013,TUE,0.0,0.0,987.0,980.0,1967.0,"(34.04945250000001, -118.270086)"
354,ALBANY ST,AT,JAMES M WOOD BL,AUTO,SR,January 08 2013,TUE,0.0,0.0,1232.0,1240.0,2472.0,"(34.04945250000001, -118.270086)"
355,ALEXANDRIA AV,AT,FRANKLIN AV,AUTO,CR,September 21 2011,WED,2617.0,2684.0,,,5301.0,"(34.105398, -118.2983887)"
356,ALHAMBRA AV,AT,LOWELL AV,MAN,CR,December 12 2012,WED,7520.0,7435.0,0.0,0.0,14955.0,"(34.0791008, -118.1623325)"
357,ALHAMBRA AV,AT,LOWELL AV,AUTO,CR,October 06 2011,THU,,,11462.0,12780.0,24242.0,"(34.0791008, -118.1623325)"
358,ALHAMBRA AV,AT,LOWELL AV,AUTO,CR,October 06 2011,THU,,,13964.0,14962.0,28926.0,"(34.0791008, -118.1623325)"
359,ALHAMBRA AV,AT,LOMBARDY BL,AUTO,CR,October 03 2011,MON,,,16402.0,15674.0,32076.0,"(34.0735684, -118.1724066)"
360,ALHAMBRA AV,W/O,WORKMAN ST,AUTO,CR,October 03 2011,MON,,,16877.0,17067.0,33944.0,"(34.0637598, -118.2141114)"
361,ALHAMBRA AV,AT,DRUID ST,AUTO,CR,October 03 2011,MON,,,17187.0,19525.0,36712.0,"(34.0692144, -118.1767065)"
362,ALHAMBRA AV,AT,WARWICK AV,AUTO,CR,October 06 2011,THU,,,23688.0,17860.0,41548.0,"(34.0784629, -118.1661386)"
363,ALLESANDRO ST,AT,LOMA VISTA PL,AUTO,CR,October 11 2011,TUE,,,8750.0,11337.0,20087.0,"(34.0945194, -118.2545334)"
364,ALLESANDRO ST,AT,FARGO ST,AUTO,CR,October 11 2011,TUE,,,11385.0,13397.0,24782.0,"(34.091541, -118.2576626)"
