,Primary Street,Dir,Cross Street,Type,Dist,Count Date,Day,W/B,E/B,N/B,S/B,Total,coordinates
4569,FIGUEROA ST,AT,YORK BL,MAN,CR,September 22 2015,TUE,0.0,0.0,9644.0,14530.0,24174.0,"(34.1155001, -118.1843666)"
4570,YORK BL,AT,FIGUEROA ST,MAN,CR,September 22 2015,TUE,12392.0,10399.0,0.0,,22791.0,"(34.1155001, -118.1843666)"
4571,QUAKERTOWN AV,AT,VENTURA BL,MAN,WV,September 24 2015,THU,0.0,0.0,1133.0,0.0,1133.0,"(34.1713551, -118.5698838)"
4572,VENTURA BL,AT,QUAKERTOWN AV,MAN,WV,September 24 2015,THU,21441.0,23129.0,0.0,0.0,44570.0,"(34.1713551, -118.5698838)"
4573,EASTERN AV ,AT,GAMBIER ST,AUTO,CR,September 24 2015,THU,0.0,0.0,11343.0,9929.0,21272.0,"(34.081027, -118.1780476)"
4574,GAMBIER ST,AT,EASTERN AV,AUTO,CR,September 24 2015,THU,2571.0,2757.0,0.0,0.0,5328.0,"(34.081027, -118.1780476)"
4575,HUDSON AV,AT,WARING AV,AUTO,HW,September 24 2015,THU,0.0,0.0,1287.0,515.0,1802.0,"(34.0852971, -118.3320847)"
4576,WARING AV,AT,HUDSON AV,AUTO,HW,September 24 2015,THU,950.0,1290.0,0.0,0.0,2240.0,"(34.0852971, -118.3320847)"
4577,ST ANDREWS PL ,AT,31st ST,AUTO,HW,September 29 2015,TUE,0.0,0.0,1068.0,813.0,1881.0,"(34.02648930000001, -118.3120356)"
4578,31st ST,AT,ST ANDREWS PL,AUTO,HW,September 29 2015,TUE,142.0,1205.0,0.0,0.0,1347.0,"(34.02648930000001, -118.3120356)"
4579,CIMARRON ST,AT,JEFFERSON BL,AUTO,HW,September 29 2015,TUE,0.0,0.0,682.0,1922.0,2604.0,"(34.0255513, -118.3155924)"
4580,JEFFERSON BL,AT,CIMARRON ST,AUTO,HW,September 29 2015,TUE,12275.0,10986.0,0.0,0.0,23261.0,"(34.0255513, -118.3155924)"
4581,6th ST,AT,BIXEL ST,AUTO,CR,September 30 2015,WED,9943.0,11971.0,0.0,0.0,21914.0,"(34.0540596, -118.2621336)"
4582,6Tth ST,AT,WESTLAKE AV,AUTO,CR,September 30 2015,WED,10779.0,10720.0,0.0,0.0,21499.0,"(34.0589914, -118.2736649)"
4583,6th ST,AT,UNION AV   ( WEST INT ),AUTO,CR,October 01 2015,THU,10993.0,13126.0,0.0,0.0,24119.0,"(34.0565084, -118.2690718)"
4584,6th ST,AT,KENMORE AV,AUTO,HW,October 01 2015,THU,16388.0,21196.0,0.0,0.0,37584.0,"(34.0635821, -118.2966602)"
4585,6th ST,AT,VERMONT AV,AUTO,HW,October 01 2015,THU,16565.0,17995.0,0.0,0.0,34560.0,"(34.0636529, -118.2916704)"
4586,6th ST,AT,OCCIDENTAL BL,AUTO,CR,October 01 2015,THU,15415.0,14091.0,0.0,0.0,29506.0,"(34.064991, -118.283354)"
4587,PENFIELD AV,AT,VENTURA BL,MAN,WV,October 01 2015,THU,0.0,0.0,1130.0,409.0,1539.0,"(34.1716768, -118.5690109)"
4588,VENTURA BL,AT,PENFIELD AV,MAN,WV,October 01 2015,THU,21498.0,24710.0,0.0,0.0,46208.0,"(34.1716768, -118.5690109)"
4589,6th ST,AT,HIGHLAND AV,AUTO,HW,October 05 2015,MON,9594.0,10397.0,0.0,0.0,19991.0,"(34.06493, -118.3386415)"
4590,6th ST,AT,LA BREA AV,AUTO,HW,October 05 2015,MON,10268.0,12661.0,0.0,0.0,22929.0,"(34.0649108, -118.3440391)"
4591,6th ST,AT,LA JOLLA AV,AUTO,WR,October 05 2015,MON,5991.0,4558.0,0.0,0.0,10549.0,"(34.065629, -118.3679769)"
4592,6th ST,AT,SWEETZER AV,AUTO,WR,October 05 2015,MON,5209.0,5173.0,0.0,0.0,10382.0,"(34.0659833, -118.3711139)"
4593,6th ST,AT,NORMANDIE AV,AUTO,HW,October 06 2015,TUE,14780.0,16473.0,0.0,0.0,31253.0,"(34.0635785, -118.3003812)"
4594,6th ST,AT,WINDSOR BL,AUTO,HW,October 06 2015,TUE,10697.0,11487.0,0.0,0.0,22184.0,"(34.063587, -118.3214405)"
4595,6th ST,AT,ROSSMORE AV,AUTO,HW,October 06 2015,TUE,12021.0,11479.0,0.0,0.0,23500.0,"(34.0638929, -118.3276052)"
4596,COLISEUM ST,AT,SYCAMORE AV,AUTO,HW,October 07 2015,WED,5253.0,2735.0,0.0,0.0,7988.0,"(34.018329, -118.3568891)"
4597,SYCAMORE AV,AT,COLISEUM ST,AUTO,HW,October 07 2015,WED,0.0,0.0,911.0,2409.0,3320.0,"(34.018329, -118.3568891)"
4598,COLISEUM ST,AT,ALSACE AV,AUTO,HW,October 07 2015,WED,4343.0,2207.0,0.0,0.0,6550.0,"(34.0183302, -118.3579676)"
4599,ALSACE AV,S/O,COLISEUM ST,AUTO,HW,October 07 2015,WED,0.0,0.0,84.0,116.0,200.0,"(34.0183302, -118.3579676)"
4600,LOUISE AV,AT,HART ST,MAN,WV,October 07 2015,WED,0.0,0.0,5248.0,5774.0,11022.0,"(34.1975201, -118.5098722)"
4601,HART ST,AT,LOUISE AV,MAN,WV,October 07 2015,WED,475.0,571.0,0.0,0.0,1046.0,"(34.1975201, -118.5098722)"
4602,COLISEUM ST,AT,REDONDO BL,AUTO,HW,October 08 2015,THU,4294.0,2434.0,0.0,0.0,6728.0,"(34.0182351, -118.3591634)"
4603,REDONDO BL,S/O,COLISEUM ST,AUTO,HW,October 08 2015,THU,0.0,0.0,58.0,100.0,158.0,"(34.0182351, -118.3591634)"
4604,COLISEUM ST,AT,COCHRAN AV,AUTO,HW,October 08 2015,THU,3649.0,1955.0,0.0,0.0,5604.0,"(34.0180484, -118.3611695)"
4605,COCHRAN AV,S/O,COLISEUM ST,AUTO,HW,October 08 2015,THU,0.0,0.0,82.0,94.0,176.0,"(34.0180484, -118.3611695)"
4606,EASTERN AV,AT,GAMBIER ST,MAN,CR,October 08 2015,THU,0.0,0.0,9835.0,7612.0,17447.0,"(34.081027, -118.1780476)"
4607,GAMBIER ST,AT,EASTERN AV,MAN,CR,October 08 2015,THU,1351.0,1676.0,0.0,0.0,3027.0,"(34.081027, -118.1780476)"
4608,COLISEUM ST,AT,BURNSIDE AV,AUTO,HW,October 13 2015,TUE,3916.0,2431.0,0.0,0.0,6347.0,"(34.0183451, -118.364095)"
4609,BURNSIDE AV,S/O,COLISEUM ST,AUTO,HW,October 13 2015,TUE,0.0,0.0,52.0,110.0,162.0,"(34.0183451, -118.364095)"
4610,COLISEUM ST,AT,RIDGELEY DR,AUTO,HW,October 13 2015,TUE,3847.0,2289.0,0.0,0.0,6136.0,"(34.0183486, -118.3650457)"
4611,RIDGELEY DR,S/O,COLISEUM ST,AUTO,HW,October 13 2015,TUE,0.0,0.0,78.0,99.0,177.0,"(34.0183486, -118.3650457)"
4612,OSBORNE ST / DRIVEWAY,AT,FOOTHILL BL (east intersection),MAN,EV,October 13 2015,TUE,0.0,0.0,106.0,5981.0,6087.0,"(34.2735503, -118.3938042)"
4613,FOOTHILL B (east intersection),AT,OSBORNE ST / DRIVEWAY,MAN,EV,October 13 2015,TUE,3887.0,6975.0,0.0,0.0,10862.0,"(34.2670548, -118.3355616)"
4614,WASHINGTON BL ,AT,BURNSIDE AV,AUTO,HW,October 14 2015,WED,13674.0,11960.0,0.0,0.0,25634.0,"(34.0404963, -118.3576347)"
4615,BURNSIDE AV,AT,WASHINGTON BL,AUTO,HW,October 14 2015,WED,0.0,0.0,542.0,529.0,1071.0,"(34.0404963, -118.3576347)"
4616,ST GEORGE ST,AT,MONON ST,AUTO,HW,October 14 2015,WED,0.0,0.0,5354.0,5227.0,10581.0,"(34.1096903, -118.2739263)"
4617,MASON AV,AT,SORRENTO LN,MAN,WV,October 14 2015,WED,0.0,0.0,3603.0,3666.0,7269.0,"(34.277101, -118.5788647)"
4618,SORRENTO LN,AT,MASON AV,MAN,WV,October 14 2015,WED,1018.0,783.0,0.0,0.0,1801.0,"(34.277101, -118.5788647)"
4619,LAGOON AV ,AT,DENNI ST,AUTO,SR,October 19 2015,MON,0.0,0.0,541.0,365.0,906.0,"(33.7847348, -118.2674717)"
4620,DENNI ST,AT,LAGOON AV,AUTO,SR,October 19 2015,MON,871.0,726.0,0.0,0.0,1597.0,"(33.7847348, -118.2674717)"
4621,BURNSIDE AV,AT,WASHINGTON BL,MAN,HW,October 19 2015,MON,0.0,0.0,479.0,778.0,1257.0,"(34.0404963, -118.3576347)"
4622,WASHINGTON BL ,AT,BURNSIDE AV,MAN,HW,October 19 2015,MON,12225.0,9306.0,0.0,0.0,21531.0,"(34.0404963, -118.3576347)"
4623,EUBANK AV,AT,DOLORES ST,AUTO,SR,October 20 2015,TUE,0.0,0.0,2816.0,2879.0,5695.0,"(33.7944038, -118.2564484)"
4624,DOLORES ST,W/O,EUBANK AV,AUTO,SR,October 20 2015,TUE,144.0,84.0,0.0,0.0,228.0,"(33.7944038, -118.2564484)"
4625,EUBANK AV,AT,PROCTOR ST,AUTO,SR,October 20 2015,TUE,0.0,0.0,2604.0,2790.0,5394.0,"(33.795081, -118.2564955)"
4626,PROCTOR ST,W/O,EUBANK AV,AUTO,SR,October 20 2015,TUE,81.0,53.0,0.0,0.0,134.0,"(33.795081, -118.2564955)"
4627,BUCKLER AV,AT,62nd ST,AUTO,SR,October 21 2015,WED,0.0,0.0,657.0,1167.0,1824.0,"(33.9835146, -118.3511095)"
4628,62nd ST,AT,BUCKLER AV,AUTO,SR,October 21 2015,WED,482.0,628.0,0.0,0.0,1110.0,"(33.9835146, -118.3511095)"
4629,WESTERN AV,AT,43rd ST,AUTO,SR,October 21 2015,WED,0.0,0.0,16772.0,16421.0,33193.0,"(34.005508, -118.3089364)"
4630,43rd ST,W/O,WESTERN AV,AUTO,SR,October 21 2015,WED,362.0,366.0,0.0,0.0,728.0,"(34.005508, -118.3089364)"
4631,SOMERSET DR ,AT,JEFFERSON BL,AUTO,HW,October 22 2015,THU,0.0,0.0,333.0,608.0,941.0,"(34.0255802, -118.3373843)"
4632,JEFFERSON BL,AT,SOMERSET DR,AUTO,HW,October 22 2015,THU,12225.0,10309.0,0.0,0.0,22534.0,"(34.0255802, -118.3373843)"
4633,DETROIT ST,AT,9th ST,AUTO,HW,October 22 2015,THU,0.0,0.0,699.0,504.0,1203.0,"(34.058912, -118.3464651)"
4634,9th ST / JAMES M WOOD BL,AT,DETROIT ST,AUTO,HW,October 22 2015,THU,915.0,939.0,0.0,0.0,1854.0,"(34.055818, -118.308908)"
4635,PREUSS RD,AT,GUTHRIE AV,AUTO,HW,October 27 2015,TUE,0.0,0.0,663.0,457.0,1120.0,"(34.0420486, -118.3860655)"
4636,GUTHRIE AV,AT,PREUSS RD,AUTO,HW,October 27 2015,TUE,676.0,1324.0,0.0,0.0,2000.0,"(34.0420486, -118.3860655)"
4637,GATES ST,AT,N BROADWAY,AUTO,CR,October 28 2015,WED,0.0,0.0,870.0,256.0,1126.0,"(34.0737759, -118.2065256)"
4638,N BROADWAY,AT,GATES ST,AUTO,CR,October 28 2015,WED,12638.0,12350.0,0.0,0.0,24988.0,"(34.0737759, -118.2065256)"
4639,DU RAY PL,S/O,COLISEUM ST,AUTO,HW,November 02 2015,MON,0.0,0.0,243.0,302.0,545.0,"(34.0182173, -118.3621318)"
4640,COLISEUM ST,AT,DU RAY PL,AUTO,HW,November 02 2015,MON,3668.0,2325.0,0.0,0.0,5993.0,"(34.0182173, -118.3621318)"
4641,PARTHENIA ST,AT,ORION AV,AUTO,WV,November 03 2015,TUE,13694.0,15211.0,0.0,0.0,28905.0,"(34.228312, -118.4720466)"
4642,PARTHENIA ST,AT,HASKELL AV,AUTO,WV,November 03 2015,TUE,13665.0,14605.0,0.0,0.0,28270.0,"(34.2283426, -118.4764101)"
4643,PARTHENIA ST,AT,WOODLEY AV,AUTO,WV,November 03 2015,TUE,13773.0,16787.0,0.0,0.0,30560.0,"(34.2283986, -118.4851514)"
4644,DORCHESTER AV,N/O,ALHAMBRA AV,AUTO,CR,November 03 2015,TUE,0.0,0.0,318.0,357.0,675.0,"(34.0788927, -118.1643501)"
4645,ALHAMBRA AV,W/O,DORCHESTER AV,AUTO,CR,November 03 2015,TUE,9730.0,9585.0,0.0,0.0,19315.0,"(34.0788927, -118.1643501)"
4646,ALHAMBRA AV,E/O,DORCHESTER AV,AUTO,CR,November 03 2015,TUE,9730.0,9716.0,0.0,0.0,19446.0,"(34.0788927, -118.1643501)"
4647,CASTALIA AV,N/O,AXTELL ST,AUTO,CR,November 03 2015,TUE,0.0,0.0,477.0,750.0,1227.0,"(34.0851826, -118.1759355)"
4648,CASTALIA AV,S/O,AXTELL ST,AUTO,CR,November 03 2015,TUE,0.0,0.0,451.0,739.0,1190.0,"(34.0851826, -118.1759355)"
4649,AXTELL ST,W/O,CASTALIA AV,AUTO,CR,November 03 2015,TUE,472.0,460.0,0.0,0.0,932.0,"(34.0851826, -118.1759355)"
4650,AXTELL ST,E/O,CASTALIA AV,AUTO,CR,November 03 2015,TUE,588.0,632.0,0.0,0.0,1220.0,"(34.0851826, -118.1759355)"
4651,ALHAMBRA AV,N/O,DRUID ST,AUTO,CR,November 03 2015,TUE,0.0,0.0,9073.0,10087.0,19160.0,"(34.0692144, -118.1767065)"
4652,ALHAMBRA AV,S/O,DRUID ST,AUTO,CR,November 03 2015,TUE,0.0,0.0,9315.0,10010.0,19325.0,"(34.0692144, -118.1767065)"
4653,DRUID ST,W/O,ALHAMBRA AV,AUTO,CR,November 03 2015,TUE,448.0,183.0,0.0,0.0,631.0,"(34.0692144, -118.1767065)"
4654,PARTHENIA ST,AT,HAYVENHURST AV,AUTO,WV,November 04 2015,WED,15201.0,17497.0,0.0,0.0,32698.0,"(34.228461, -118.4938825)"
4655,PARTHENIA ST,AT,BALBOA BL,AUTO,WV,November 04 2015,WED,16932.0,16588.0,0.0,0.0,33520.0,"(34.2285103, -118.5026153)"
4656,PARTHENIA ST,AT,AMESTOY AV,AUTO,WV,November 04 2015,WED,17014.0,16288.0,0.0,0.0,33302.0,"(34.2285286, -118.5069862)"
4657,PARTHENIA ST,AT,ENCINO AV,AUTO,WV,November 04 2015,WED,17227.0,16864.0,0.0,0.0,34091.0,"(34.2285942, -118.5157174)"
4658,LINDLEY AV,AT,SHERMAN WAY,MAN,WV,November 04 2015,WED,0.0,0.0,13773.0,15937.0,29710.0,"(34.2010745, -118.5273305)"
4659,SHERMAN WAY,AT,LINDLEY AV,MAN,WV,November 04 2015,WED,19030.0,17700.0,0.0,0.0,36730.0,"(34.2010745, -118.5273305)"
4660,SEWARD ST,N/O,LEXINGTON AV,AUTO,HW,November 04 2015,WED,0.0,0.0,2086.0,1801.0,3887.0,"(34.092548, -118.3332085)"
4661,SEWARD ST,S/O,LEXINGTON AV,AUTO,HW,November 04 2015,WED,0.0,0.0,1756.0,1627.0,3383.0,"(34.092548, -118.3332085)"
4662,LEXINGTON AV,W/O,SEWARD ST,AUTO,HW,November 04 2015,WED,1377.0,1432.0,0.0,0.0,2809.0,"(34.092548, -118.3332085)"
4663,LEXINGTON AV,E/O,SEWARD ST,AUTO,HW,November 04 2015,WED,323.0,209.0,0.0,0.0,532.0,"(34.092548, -118.3332085)"
4664,AMELIA AV,AT,CAP[ITOL DR,MAN,SR,November 04 2015,WED,0.0,0.0,96.0,2131.0,2227.0,"(33.7575756, -118.3008994)"
4665,CAPITOL DR ,AT,AMELIA AV,MAN,SR,November 04 2015,WED,5043.0,5417.0,0.0,0.0,10460.0,"(33.7575756, -118.3008994)"
4666,OGDEN DR,N/O,SELMA AV,AUTO,HW,November 04 2015,WED,0.0,0.0,412.0,468.0,880.0,"(34.0998893, -118.3594065)"
4667,OGDEN DR,S/O,SELMA AV,AUTO,HW,November 04 2015,WED,0.0,0.0,419.0,488.0,907.0,"(34.0998893, -118.3594065)"
4668,SELMA AV,W/O,OGDEN DR,AUTO,HW,November 04 2015,WED,226.0,621.0,0.0,0.0,847.0,"(34.0998893, -118.3594065)"
4669,SELMA AV,E/O,OGDEN DR,AUTO,HW,November 04 2015,WED,229.0,675.0,0.0,0.0,904.0,"(34.0998893, -118.3594065)"
4670,HAVENHURST AV,N/O,BOSQUE DR,AUTO,WV,November 04 2015,WED,0.0,0.0,4081.0,9320.0,8001.0,"(34.1484214, -118.4956431)"
4671,HAVENHURST AV,S/O,BOSQUE DR,AUTO,WV,November 04 2015,WED,0.0,0.0,5268.0,5642.0,10910.0,"(34.1484214, -118.4956431)"
4672,BOSQUE DR,W/O,HAVENHURST AV,AUTO,WV,November 04 2015,WED,2228.0,2670.0,0.0,0.0,4898.0,"(34.1484214, -118.4956431)"
4673,BOSQUE DR,E/O,HAVENHURST AV,AUTO,WV,November 04 2015,WED,820.0,2058.0,0.0,0.0,2878.0,"(34.1484214, -118.4956431)"
4674,PIONEER AV,AT,ANAHEIM BL (BOTH),MAN,SR,November 04 2015,WED,0.0,0.0,322.0,348.0,670.0,"(33.7845422, -118.2485872)"
4675,ANAHEIM Bl (BOTH),AT,PIONEER AV,MAN,SR,November 04 2015,WED,11920.0,11087.0,0.0,0.0,23007.0,"(33.7921973, -117.9158682)"
4676,PACIFIC AV,AT,SANTA CRUZ ST,MAN,SR,November 04 2015,WED,0.0,0.0,8714.0,7160.0,15874.0,"(33.7442081, -118.2879014)"
4677,SANTA CRUZ ST,AT,PACIFIC AV,MAN,SR,November 04 2015,WED,458.0,705.0,0.0,0.0,1163.0,"(33.7442081, -118.2879014)"
4678,GAFFEY ST,AT,10th ST,MAN,SR,November 04 2015,WED,0.0,0.0,20666.0,20017.0,40683.0,"(33.7351531, -118.2923277)"
4679,10th ST,AT,GAFFEY ST,MAN,SR,November 04 2015,WED,1168.0,336.0,0.0,0.0,1504.0,"(33.7351531, -118.2923277)"
4680,MAIN ST,N/O,GAGE AV,AUTO,CR,November 05 2015,THU,0.0,0.0,8489.0,8374.0,16863.0,"(33.9824314, -118.2739514)"
4681,MAIN ST,S/O,GAGE AV,AUTO,CR,November 05 2015,THU,0.0,0.0,8451.0,8459.0,16910.0,"(33.9824314, -118.2739514)"
4682,GAGE AV,W/O,MAIN ST,AUTO,CR,November 05 2015,THU,15910.0,16143.0,0.0,0.0,32053.0,"(33.9824314, -118.2739514)"
4683,GAGE AV,E/O,MAIN ST,AUTO,CR,November 05 2015,THU,15720.0,15959.0,0.0,0.0,31679.0,"(33.9824314, -118.2739514)"
4684,RADFORD AV,N/O,STATHERN ST,AUTO,EV,November 05 2015,THU,0.0,0.0,345.0,262.0,607.0,"(34.215715, -118.3921615)"
4685,RADFORD AV,S/O,STATHERN ST,AUTO,EV,November 05 2015,THU,0.0,0.0,593.0,531.0,1124.0,"(34.215715, -118.3921615)"
4686,STRATHERN ST,W/O,RADFORD AV,AUTO,EV,November 05 2015,THU,5405.0,5459.0,0.0,0.0,10864.0,"(34.215715, -118.3921615)"
4687,STRATHERN ST,E/O,RADFORD AV,AUTO,EV,November 05 2015,THU,5503.0,5580.0,0.0,0.0,11083.0,"(34.215715, -118.3921615)"
4688,BANDINI ST,N/O,ELBERON AV,AUTO,SR,November 05 2015,THU,0.0,0.0,440.0,469.0,909.0,"(33.7484484, -118.2989118)"
4689,BANDINI ST,S/O,ELBERON AV,AUTO,SR,November 05 2015,THU,0.0,0.0,947.0,913.0,1860.0,"(33.7484484, -118.2989118)"
4690,ELBERON AV,W/O,BANDINI ST,AUTO,SR,November 05 2015,THU,257.0,172.0,0.0,0.0,429.0,"(33.7484484, -118.2989118)"
4691,ELBERON AV,E/O,BANDINI ST,AUTO,SR,November 05 2015,THU,422.0,228.0,0.0,0.0,650.0,"(33.7484484, -118.2989118)"
4692,LOS ANGELES ST,S/O,WASHINGTON BL,AUTO,CR,November 05 2015,THU,0.0,0.0,3916.0,2462.0,6378.0,"(34.0306085, -118.2635097)"
4693,WASHINGTON BL W/B,W/O,LOS ANGELES ST,AUTO,CR,November 05 2015,THU,14776.0,0.0,0.0,0.0,14776.0,"(34.0477828, -118.3443958)"
4694,WASHINGTON BL E/B,W/O,LOS ANGELES ST,AUTO,CR,November 05 2015,THU,0.0,13761.0,0.0,0.0,13761.0,"(33.982544, -118.461357)"
4695,WASHINGTON BL W/B,E/O,LOS ANGELES ST,AUTO,CR,November 05 2015,THU,13427.0,0.0,0.0,0.0,13427.0,"(34.0477828, -118.3443958)"
4696,WASHINGTON BL E/B,E/O,LOS ANGELES ST,AUTO,CR,November 05 2015,THU,0.0,12971.0,0.0,0.0,12971.0,"(33.982544, -118.461357)"
4697,AVE 63,AT,YORK BL,MAN,CR,November 05 2015,THU,0.0,0.0,202.0,1206.0,1408.0,"(34.1148445, -118.1826192)"
4698,YORK BL,AT,AVE 63,MAN,CR,November 05 2015,THU,14105.0,12051.0,0.0,0.0,26156.0,"(34.1148445, -118.1826192)"
4699,HALLDALE AV,AT,SEPULVEDA BL,MAN,SR,November 05 2015,THU,0.0,0.0,461.0,0.0,461.0,"(33.8142771, -118.3014058)"
4700,SEPULVEDA BL,AT,HALLDALE AV,MAN,SR,November 05 2015,THU,24123.0,22485.0,0.0,0.0,46608.0,"(33.814247, -118.301532)"
4701,AVE 17,AT,MOZART ST,MAN,CR,November 05 2015,THU,0.0,0.0,501.0,197.0,698.0,"(34.0694592, -118.2168262)"
4702,MOZART ST,AT,AVE 17,MAN,CR,November 05 2015,THU,214.0,85.0,0.0,0.0,299.0,"(34.0677099, -118.2214715)"
4703,AVE 26,AT,ARTESIAN ST,MAN,CR,November 05 2015,THU,0.0,0.0,11804.0,10720.0,22525.0,"(34.0805314, -118.2191446)"
4704,ARTESIAN ST,AT,AVE 26,MAN,CR,November 05 2015,THU,837.0,388.0,0.0,0.0,1225.0,"(34.0805314, -118.2191446)"
4705,HOOVER ST,AT,43rd ST,MAN,CR,November 05 2015,THU,0.0,0.0,9691.0,6206.0,15897.0,"(34.0053822, -118.2871893)"
4706,43rd ST,AT,HOOVER ST,MAN,CR,November 05 2015,THU,743.0,771.0,0.0,0.0,1514.0,"(34.0053822, -118.2871893)"
4707,MAOMI AV,AT,ADAMS BL,MAN,CR,November 05 2015,THU,0.0,0.0,1208.0,2566.0,3774.0,"(34.0176485, -118.2524915)"
4708,ADAMS BL,AT,NAOMI AV,MAN,CR,November 05 2015,THU,6108.0,7050.0,0.0,0.0,13158.0,"(34.0176485, -118.2524915)"
4709,MONTEREY RD,AT,VIA MARISOL   (SOUTH OF AVE 60),MAN,CR,November 05 2015,THU,0.0,0.0,8867.0,6230.0,15097.0,"(34.1060591, -118.1843374)"
4710,VIA MARISOL   (S/O AVE 60),AT,MONTEREY RD,MAN,CR,November 05 2015,THU,3675.0,6094.0,0.0,0.0,9769.0,"(34.1054752, -118.1840946)"
4711,AVALON BL,AT,11th ST,MAN,SR,November 05 2015,THU,0.0,0.0,12027.0,10319.0,22346.0,"(34.050839, -118.28146)"
4712,11th ST,AT,AVALON BL,MAN,SR,November 05 2015,THU,221.0,1238.0,0.0,0.0,1459.0,"(34.0318732, -118.2459398)"
4713,CENTRAL AV,AT,87th PL,MAN,SR,November 05 2015,THU,0.0,0.0,12192.0,10784.0,22976.0,"(33.9583658, -118.2564284)"
4714,87th PL,AT,CENTRAL AV,MAN,SR,November 05 2015,THU,317.0,324.0,0.0,0.0,641.0,"(33.9583658, -118.2564284)"
4715,FULCHER AV,N/O,HATTERAS ST,AUTO,EV,November 05 2015,THU,0.0,0.0,440.0,188.0,628.0,"(34.1758021, -118.373048)"
4716,FULCHER AV,S/O,HATTERAS ST,AUTO,EV,November 05 2015,THU,0.0,0.0,382.0,525.0,907.0,"(34.1758021, -118.373048)"
4717,HATTERAS ST,W/O,FULCHER AV,AUTO,EV,November 05 2015,THU,888.0,1149.0,0.0,0.0,2037.0,"(34.1758021, -118.373048)"
4718,HATTERAS ST,E/O,FULCHER AV,AUTO,EV,November 05 2015,THU,926.0,1107.0,0.0,0.0,2033.0,"(34.1758021, -118.373048)"
4719,EL CENTRO AV,N/O,LA MIRADA AV,AUTO,HW,November 05 2015,THU,0.0,0.0,1842.0,1686.0,3528.0,"(34.0935009, -118.3244782)"
4720,EL CENTRO AV,S/O,LA MIRADA AV,AUTO,HW,November 05 2015,THU,0.0,0.0,1796.0,1721.0,3517.0,"(34.0935009, -118.3244782)"
4721,LA MIRADA AV,W/O,EL CENTRO AV,AUTO,HW,November 05 2015,THU,408.0,560.0,0.0,0.0,968.0,"(34.0935009, -118.3244782)"
4722,WEYMOUITH AV,N/O,SUNNYSIDE TERRACE,AUTO,SR,November 05 2015,THU,0.0,0.0,719.0,646.0,1365.0,"(33.7310529, -118.3097273)"
4723,WEYMOUITH AV,S/O,SUNNYSIDE TERRACE,AUTO,SR,November 05 2015,THU,0.0,0.0,587.0,565.0,1152.0,"(33.7310529, -118.3097273)"
4724,15th ST,W/O,WEYMOUTH AV,AUTO,SR,November 05 2015,THU,115.0,144.0,0.0,0.0,259.0,"(33.7306814, -118.3097276)"
4725,SUNNYSIDE TERRACE,E/O,WEYMOUTH AV,AUTO,SR,November 05 2015,THU,96.0,64.0,0.0,0.0,160.0,"(33.7310529, -118.3097273)"
4726,BYNNER DR,N/O,MALGREN AV,AUTO,SR,November 05 2015,THU,0.0,0.0,255.0,643.0,898.0,"(33.7378971, -118.3146852)"
4727,BYNNER DR,S/O,MALGREN AV,AUTO,SR,November 05 2015,THU,0.0,0.0,56.0,62.0,118.0,"(33.7378971, -118.3146852)"
4728,MALGREN AV,W/O,BYNNER DR,AUTO,SR,November 05 2015,THU,412.0,140.0,0.0,0.0,552.0,"(33.7378971, -118.3146852)"
4729,MALGREN AV,E/O,BYNNER DR,AUTO,SR,November 05 2015,THU,270.0,372.0,0.0,0.0,642.0,"(33.7378971, -118.3146852)"
4730,PIONEER AV,N/O,ANAHEIM ST,AUTO,SR,November 05 2015,THU,0.0,0.0,293.0,343.0,636.0,"(33.7807384, -118.2484084)"
4731,PIONEER AV,S/O,ANAHEIM ST,AUTO,SR,November 05 2015,THU,0.0,0.0,250.0,238.0,488.0,"(33.7807384, -118.2484084)"
4732,ANAHEIM ST,W/O,PIONEER AV,AUTO,SR,November 05 2015,THU,13721.0,13093.0,0.0,0.0,26814.0,"(33.7807384, -118.2484084)"
4733,ANAHEIM ST,E/O,PIONEER AV,AUTO,SR,November 05 2015,THU,13935.0,13299.0,0.0,0.0,27234.0,"(33.7807384, -118.2484084)"
4734,SANFORD AV,AT,ANAHEIM BL EAST,MAN,SR,November 05 2015,THU,0.0,0.0,0.0,848.0,848.0,"(33.7806353, -118.2502988)"
4735,ANAHEIM Bl EAST,AT,SANFORD AV,MAN,SR,November 05 2015,THU,11400.0,11172.0,0.0,0.0,22572.0,"(33.8038795, -117.9145563)"
4736,PACIFIC AV,N/O,SANTA CRUZ ST,AUTO,SR,November 05 2015,THU,0.0,0.0,9251.0,7628.0,16879.0,"(33.7442081, -118.2879014)"
4737,PACIFIC AV,S/O,SANTA CRUZ ST,AUTO,SR,November 05 2015,THU,0.0,0.0,8954.0,7423.0,16377.0,"(33.7442081, -118.2879014)"
4738,SANTA CRUZ ST,W/O,PACIFIC AV,AUTO,SR,November 05 2015,THU,540.0,811.0,0.0,0.0,1351.0,"(33.7442081, -118.2879014)"
4739,SANTA CRUZ ST,E/O,PACIFIC AV,AUTO,SR,November 05 2015,THU,535.0,849.0,0.0,0.0,1384.0,"(33.7442081, -118.2879014)"
4740,AVALON BL,AT,90th ST,MAN,CR,November 05 2015,THU,,,11078.0,8420.0,19498.0,"(33.9546974, -118.2651574)"
